filename,width,height,class,xmin,ymin,xmax,ymax
2018-04-15 17_53_34-Lake Victoria.jpg,720,720,canoe,288,498,328,525
2018-04-15 17_53_34-Lake Victoria.jpg,720,720,canoe,284,536,328,562
2018-04-15 17_53_34-Lake Victoria.jpg,720,720,canoe,292,556,339,585
2018-04-15 17_53_34-Lake Victoria.jpg,720,720,canoe,271,561,318,583
2018-04-15 17_53_34-Lake Victoria.jpg,720,720,canoe,235,589,269,615
2018-04-15 17_53_34-Lake Victoria.jpg,720,720,canoe,654,172,698,208
2018-04-15 17_53_34-Lake Victoria.jpg,720,720,canoe,504,159,537,204
LV_pilot_5095009.jpg,750,750,canoe,474,1,497,56
2018-04-15 17_59_57-Lake Victoria.jpg,720,720,canoe,441,335,455,370
2018-04-15 17_59_57-Lake Victoria.jpg,720,720,canoe,451,322,477,347
2018-04-15 17_59_57-Lake Victoria.jpg,720,720,canoe,386,472,421,493
2018-04-15 17_59_57-Lake Victoria.jpg,720,720,canoe,382,486,417,509
LV_pilot_5143102.jpg,750,750,canoe,598,143,623,212
LV_pilot_5143102.jpg,750,750,canoe,620,153,639,217
LV_pilot_5103056.jpg,750,750,canoe,465,328,520,360
LV_pilot_5103056.jpg,750,750,canoe,458,275,527,300
2018-04-15 17_48_46-Lake Victoria.jpg,720,720,canoe,254,228,303,265
LV_pilot_5280522.jpg,750,750,canoe,65,4,106,75
LV_pilot_5280522.jpg,750,750,canoe,47,19,69,83
LV_pilot_5280522.jpg,750,750,canoe,86,9,126,67
LV_pilot_5280522.jpg,750,750,canoe,33,25,64,83
LV_pilot_5280522.jpg,750,750,canoe,211,1,234,48
LV_pilot_5280522.jpg,750,750,canoe,179,1,210,44
LV_pilot_5280522.jpg,750,750,canoe,232,1,252,43
LV_pilot_5256370.jpg,750,750,canoe,522,199,588,276
LV_pilot_5256370.jpg,750,750,canoe,447,175,505,259
2018-04-15 17_55_38-Lake Victoria.jpg,720,720,canoe,650,135,675,195
2018-04-15 17_55_38-Lake Victoria.jpg,720,720,canoe,622,128,650,193
2018-04-15 17_55_38-Lake Victoria.jpg,720,720,canoe,599,137,628,187
2018-04-15 17_55_38-Lake Victoria.jpg,720,720,canoe,449,272,475,316
2018-04-15 17_55_38-Lake Victoria.jpg,720,720,canoe,435,283,463,323
2018-04-15 17_55_38-Lake Victoria.jpg,720,720,canoe,412,303,447,341
2018-04-15 17_55_38-Lake Victoria.jpg,720,720,canoe,392,311,419,348
2018-04-15 18_05_29-Lake Victoria.jpg,720,720,canoe,497,251,517,285
2018-04-15 18_05_29-Lake Victoria.jpg,720,720,canoe,429,294,443,331
2018-04-15 18_05_29-Lake Victoria.jpg,720,720,canoe,422,268,440,301
2018-04-15 18_05_29-Lake Victoria.jpg,720,720,canoe,247,380,287,413
2018-04-15 18_05_29-Lake Victoria.jpg,720,720,canoe,357,277,373,325
2018-04-15 18_05_29-Lake Victoria.jpg,720,720,canoe,374,272,381,309
2018-04-15 18_05_29-Lake Victoria.jpg,720,720,canoe,382,272,395,311
2018-04-15 18_05_29-Lake Victoria.jpg,720,720,canoe,501,279,517,315
2018-04-15 18_05_29-Lake Victoria.jpg,720,720,canoe,487,274,501,316
2018-04-15 18_05_29-Lake Victoria.jpg,720,720,canoe,469,284,486,319
2018-04-15 18_05_29-Lake Victoria.jpg,720,720,canoe,562,269,576,300
2018-04-15 18_05_29-Lake Victoria.jpg,720,720,canoe,550,267,565,301
2018-04-15 18_05_29-Lake Victoria.jpg,720,720,canoe,542,274,557,314
2018-04-15 18_05_29-Lake Victoria.jpg,720,720,canoe,527,263,541,290
2018-04-15 18_05_29-Lake Victoria.jpg,720,720,canoe,522,281,533,309
2018-04-15 18_05_29-Lake Victoria.jpg,720,720,canoe,513,274,526,304
2018-04-15 18_05_29-Lake Victoria.jpg,720,720,canoe,445,290,456,323
2018-04-15 18_05_29-Lake Victoria.jpg,720,720,canoe,455,286,466,322
2018-04-15 18_05_29-Lake Victoria.jpg,720,720,canoe,398,302,407,332
2018-04-15 18_05_29-Lake Victoria.jpg,720,720,canoe,408,299,418,332
2018-04-15 18_05_29-Lake Victoria.jpg,720,720,canoe,398,276,409,303
2018-04-15 18_05_29-Lake Victoria.jpg,720,720,canoe,348,292,362,325
2018-04-15 18_05_29-Lake Victoria.jpg,720,720,canoe,378,326,392,356
2018-04-15 18_05_29-Lake Victoria.jpg,720,720,canoe,570,261,589,303
2018-04-15 18_05_29-Lake Victoria.jpg,720,720,canoe,583,251,598,289
2018-04-15 18_05_29-Lake Victoria.jpg,720,720,canoe,239,323,264,364
2018-04-15 18_05_29-Lake Victoria.jpg,720,720,canoe,255,322,274,362
2018-04-15 18_05_29-Lake Victoria.jpg,720,720,canoe,316,279,332,318
2018-04-15 18_05_29-Lake Victoria.jpg,720,720,canoe,293,289,311,332
2018-04-15 18_05_29-Lake Victoria.jpg,720,720,canoe,199,372,224,403
2018-04-15 18_05_29-Lake Victoria.jpg,720,720,canoe,214,363,233,403
2018-04-15 18_05_29-Lake Victoria.jpg,720,720,canoe,691,241,706,284
2018-04-15 18_05_29-Lake Victoria.jpg,720,720,canoe,707,242,717,276
2018-04-15 18_05_29-Lake Victoria.jpg,720,720,canoe,682,240,696,282
2018-04-15 18_05_29-Lake Victoria.jpg,720,720,canoe,599,254,616,296
2018-04-15 18_05_29-Lake Victoria.jpg,720,720,canoe,622,252,642,287
2018-04-15 18_05_29-Lake Victoria.jpg,720,720,canoe,666,248,679,285
2018-04-15 18_05_29-Lake Victoria.jpg,720,720,canoe,595,368,618,405
2018-04-15 18_05_29-Lake Victoria.jpg,720,720,canoe,431,378,456,415
2018-04-15 18_05_29-Lake Victoria.jpg,720,720,canoe,333,354,360,401
2018-04-15 17_54_17-Lake Victoria.jpg,720,720,canoe,576,408,589,426
2018-04-15 17_54_17-Lake Victoria.jpg,720,720,canoe,562,395,576,424
2018-04-15 17_54_17-Lake Victoria.jpg,720,720,canoe,172,275,196,304
2018-04-15 17_54_17-Lake Victoria.jpg,720,720,canoe,22,257,39,286
2018-04-15 17_55_10-Lake Victoria.jpg,720,720,canoe,291,384,321,417
2018-04-15 17_57_36-Lake Victoria.jpg,720,720,canoe,511,635,534,684
2018-04-15 17_57_36-Lake Victoria.jpg,720,720,canoe,521,359,556,400
2018-04-15 17_57_36-Lake Victoria.jpg,720,720,canoe,427,390,454,439
2018-04-15 17_57_36-Lake Victoria.jpg,720,720,canoe,414,487,454,525
2018-04-15 17_57_36-Lake Victoria.jpg,720,720,canoe,435,513,456,558
2018-04-15 17_57_36-Lake Victoria.jpg,720,720,canoe,331,544,371,584
2018-04-15 17_57_36-Lake Victoria.jpg,720,720,canoe,150,490,208,532
2018-04-15 17_57_36-Lake Victoria.jpg,720,720,canoe,116,328,156,373
2018-04-15 17_57_36-Lake Victoria.jpg,720,720,canoe,76,177,102,228
2018-04-15 17_51_17-Lake Victoria.jpg,720,720,canoe,327,335,381,355
2018-04-15 17_56_57-Lake Victoria.jpg,720,720,canoe,493,108,514,164
2018-04-15 17_56_57-Lake Victoria.jpg,720,720,canoe,518,207,549,253
2018-04-15 17_56_57-Lake Victoria.jpg,720,720,canoe,413,405,435,461
2018-04-15 17_56_57-Lake Victoria.jpg,720,720,canoe,200,119,216,166
LV_pilot_5127108.jpg,750,750,canoe,317,665,379,739
LV_pilot_5127108.jpg,750,750,canoe,337,645,394,703
LV_pilot_5127108.jpg,750,750,canoe,404,571,476,613
LV_pilot_5127108.jpg,750,750,canoe,420,531,458,580
LV_pilot_5127108.jpg,750,750,canoe,382,579,458,633
LV_pilot_5127108.jpg,750,750,canoe,470,511,544,540
2018-04-15 18_05_35-Lake Victoria.jpg,720,720,canoe,711,237,720,278
2018-04-15 18_05_35-Lake Victoria.jpg,720,720,canoe,704,246,714,276
2018-04-15 18_05_35-Lake Victoria.jpg,720,720,canoe,693,246,703,280
2018-04-15 18_05_35-Lake Victoria.jpg,720,720,canoe,681,257,691,288
2018-04-15 18_05_35-Lake Victoria.jpg,720,720,canoe,672,240,687,274
2018-04-15 18_05_35-Lake Victoria.jpg,720,720,canoe,664,251,676,289
2018-04-15 18_05_35-Lake Victoria.jpg,720,720,canoe,654,256,668,294
2018-04-15 18_05_35-Lake Victoria.jpg,720,720,canoe,643,255,657,290
2018-04-15 18_05_35-Lake Victoria.jpg,720,720,canoe,634,257,646,290
2018-04-15 18_05_35-Lake Victoria.jpg,720,720,canoe,621,257,634,290
2018-04-15 18_05_35-Lake Victoria.jpg,720,720,canoe,599,259,611,293
2018-04-15 18_05_35-Lake Victoria.jpg,720,720,canoe,587,261,598,294
2018-04-15 18_05_35-Lake Victoria.jpg,720,720,canoe,573,259,585,290
2018-04-15 18_05_35-Lake Victoria.jpg,720,720,canoe,504,255,519,291
2018-04-15 18_05_35-Lake Victoria.jpg,720,720,canoe,513,251,528,281
2018-04-15 18_05_35-Lake Victoria.jpg,720,720,canoe,564,252,574,290
2018-04-15 18_05_35-Lake Victoria.jpg,720,720,canoe,555,267,566,295
2018-04-15 18_05_35-Lake Victoria.jpg,720,720,canoe,491,255,507,289
2018-04-15 18_05_35-Lake Victoria.jpg,720,720,canoe,479,257,490,287
2018-04-15 18_05_35-Lake Victoria.jpg,720,720,canoe,468,255,479,287
2018-04-15 18_05_35-Lake Victoria.jpg,720,720,canoe,445,250,462,283
2018-04-15 18_05_35-Lake Victoria.jpg,720,720,canoe,458,254,470,288
2018-04-15 18_05_35-Lake Victoria.jpg,720,720,canoe,413,245,427,281
2018-04-15 18_05_35-Lake Victoria.jpg,720,720,canoe,431,252,444,286
2018-04-15 18_05_35-Lake Victoria.jpg,720,720,canoe,400,249,413,281
2018-04-15 18_05_35-Lake Victoria.jpg,720,720,canoe,374,254,386,285
2018-04-15 18_05_35-Lake Victoria.jpg,720,720,canoe,387,247,399,280
2018-04-15 18_05_35-Lake Victoria.jpg,720,720,canoe,365,246,377,282
2018-04-15 18_05_35-Lake Victoria.jpg,720,720,canoe,353,246,364,287
2018-04-15 18_05_35-Lake Victoria.jpg,720,720,canoe,336,248,353,288
2018-04-15 18_05_35-Lake Victoria.jpg,720,720,canoe,327,248,337,289
2018-04-15 18_05_35-Lake Victoria.jpg,720,720,canoe,313,251,328,286
2018-04-15 18_05_35-Lake Victoria.jpg,720,720,canoe,290,240,308,278
2018-04-15 18_05_35-Lake Victoria.jpg,720,720,canoe,271,255,283,280
2018-04-15 18_05_35-Lake Victoria.jpg,720,720,canoe,256,255,270,287
2018-04-15 18_05_35-Lake Victoria.jpg,720,720,canoe,248,252,255,288
2018-04-15 18_05_35-Lake Victoria.jpg,720,720,canoe,233,258,243,295
2018-04-15 18_05_35-Lake Victoria.jpg,720,720,canoe,219,257,230,295
2018-04-15 18_05_35-Lake Victoria.jpg,720,720,canoe,205,255,218,287
2018-04-15 18_05_35-Lake Victoria.jpg,720,720,canoe,184,252,197,294
2018-04-15 18_05_35-Lake Victoria.jpg,720,720,canoe,175,255,188,291
2018-04-15 18_05_35-Lake Victoria.jpg,720,720,canoe,166,254,182,293
2018-04-15 18_05_35-Lake Victoria.jpg,720,720,canoe,159,253,171,290
2018-04-15 18_05_35-Lake Victoria.jpg,720,720,canoe,150,254,162,291
2018-04-15 18_05_35-Lake Victoria.jpg,720,720,canoe,139,252,152,291
2018-04-15 18_05_35-Lake Victoria.jpg,720,720,canoe,127,248,145,296
2018-04-15 18_05_35-Lake Victoria.jpg,720,720,canoe,120,252,133,287
2018-04-15 18_05_35-Lake Victoria.jpg,720,720,canoe,111,242,123,287
2018-04-15 18_05_35-Lake Victoria.jpg,720,720,canoe,102,241,113,280
2018-04-15 18_05_35-Lake Victoria.jpg,720,720,canoe,95,254,106,291
2018-04-15 18_05_35-Lake Victoria.jpg,720,720,canoe,85,222,96,265
2018-04-15 18_05_35-Lake Victoria.jpg,720,720,canoe,76,221,87,254
2018-04-15 18_05_35-Lake Victoria.jpg,720,720,canoe,48,225,60,256
2018-04-15 18_05_35-Lake Victoria.jpg,720,720,canoe,70,240,83,274
2018-04-15 18_05_35-Lake Victoria.jpg,720,720,canoe,61,237,73,275
2018-04-15 18_05_35-Lake Victoria.jpg,720,720,canoe,55,253,69,290
2018-04-15 18_05_35-Lake Victoria.jpg,720,720,canoe,43,254,56,287
2018-04-15 18_05_35-Lake Victoria.jpg,720,720,canoe,37,246,53,287
2018-04-15 18_05_35-Lake Victoria.jpg,720,720,canoe,31,218,43,258
2018-04-15 18_05_35-Lake Victoria.jpg,720,720,canoe,26,248,38,286
2018-04-15 18_05_35-Lake Victoria.jpg,720,720,canoe,18,227,31,265
2018-04-15 18_05_35-Lake Victoria.jpg,720,720,canoe,8,240,22,283
2018-04-15 18_05_35-Lake Victoria.jpg,720,720,canoe,1,242,13,287
LV_pilot_5334902.jpg,750,750,canoe,157,1,225,79
2018-04-15 17_58_51-Lake Victoria.jpg,720,720,canoe,283,432,309,450
2018-04-15 17_58_51-Lake Victoria.jpg,720,720,canoe,210,523,237,549
2018-04-15 17_58_51-Lake Victoria.jpg,720,720,canoe,217,543,240,564
2018-04-15 17_58_51-Lake Victoria.jpg,720,720,canoe,209,546,233,571
2018-04-15 17_58_51-Lake Victoria.jpg,720,720,canoe,203,553,229,573
2018-04-15 17_58_51-Lake Victoria.jpg,720,720,canoe,194,569,216,587
2018-04-15 17_58_51-Lake Victoria.jpg,720,720,canoe,138,545,171,574
2018-04-15 17_58_51-Lake Victoria.jpg,720,720,canoe,324,367,355,381
2018-04-15 17_58_51-Lake Victoria.jpg,720,720,canoe,199,496,233,519
2018-04-15 17_58_51-Lake Victoria.jpg,720,720,canoe,325,375,353,393
2018-04-15 17_58_51-Lake Victoria.jpg,720,720,canoe,412,151,447,173
2018-04-15 17_58_51-Lake Victoria.jpg,720,720,canoe,152,398,192,413
2018-04-15 17_58_51-Lake Victoria.jpg,720,720,canoe,69,569,97,599
LV_pilot_5127078.jpg,750,750,canoe,43,553,103,613
2018-04-15 17_58_37-Lake Victoria.jpg,720,720,canoe,605,222,625,247
2018-04-15 17_58_37-Lake Victoria.jpg,720,720,canoe,588,231,610,257
2018-04-15 17_58_37-Lake Victoria.jpg,720,720,canoe,567,211,587,244
2018-04-15 17_58_37-Lake Victoria.jpg,720,720,canoe,567,238,587,266
2018-04-15 17_58_37-Lake Victoria.jpg,720,720,canoe,515,212,534,249
2018-04-15 17_58_37-Lake Victoria.jpg,720,720,canoe,488,231,509,262
2018-04-15 17_58_37-Lake Victoria.jpg,720,720,canoe,439,259,461,293
2018-04-15 17_58_37-Lake Victoria.jpg,720,720,canoe,447,290,467,319
2018-04-15 17_58_37-Lake Victoria.jpg,720,720,canoe,357,310,379,340
2018-04-15 17_58_37-Lake Victoria.jpg,720,720,canoe,283,347,305,375
2018-04-15 17_58_37-Lake Victoria.jpg,720,720,canoe,267,356,289,384
2018-04-15 17_58_37-Lake Victoria.jpg,720,720,canoe,253,362,265,391
2018-04-15 17_58_37-Lake Victoria.jpg,720,720,canoe,234,368,248,398
2018-04-15 17_58_37-Lake Victoria.jpg,720,720,canoe,225,359,238,390
2018-04-15 17_58_37-Lake Victoria.jpg,720,720,canoe,178,370,197,402
2018-04-15 17_58_37-Lake Victoria.jpg,720,720,canoe,136,400,153,432
2018-04-15 17_58_37-Lake Victoria.jpg,720,720,canoe,140,357,157,385
2018-04-15 17_58_37-Lake Victoria.jpg,720,720,canoe,132,316,154,355
2018-04-15 17_58_37-Lake Victoria.jpg,720,720,canoe,94,368,124,391
2018-04-15 17_58_37-Lake Victoria.jpg,720,720,canoe,43,409,69,431
2018-04-15 17_58_37-Lake Victoria.jpg,720,720,canoe,18,405,50,422
2018-04-15 17_47_24-Lake Victoria.jpg,720,720,canoe,285,450,324,463
2018-04-15 17_47_24-Lake Victoria.jpg,720,720,canoe,283,442,318,452
2018-04-15 17_47_24-Lake Victoria.jpg,720,720,canoe,280,421,319,431
2018-04-15 17_47_24-Lake Victoria.jpg,720,720,canoe,283,430,321,441
2018-04-15 17_47_24-Lake Victoria.jpg,720,720,canoe,282,405,321,419
2018-04-15 17_47_24-Lake Victoria.jpg,720,720,canoe,284,395,322,406
2018-04-15 17_47_24-Lake Victoria.jpg,720,720,canoe,284,381,321,392
2018-04-15 17_47_24-Lake Victoria.jpg,720,720,canoe,247,368,292,380
2018-04-15 17_47_24-Lake Victoria.jpg,720,720,canoe,263,359,306,368
2018-04-15 17_47_24-Lake Victoria.jpg,720,720,canoe,269,341,305,354
2018-04-15 17_47_24-Lake Victoria.jpg,720,720,canoe,244,347,285,360
2018-04-15 17_47_24-Lake Victoria.jpg,720,720,canoe,245,309,287,323
2018-04-15 17_47_24-Lake Victoria.jpg,720,720,canoe,242,300,278,313
2018-04-15 17_47_24-Lake Victoria.jpg,720,720,canoe,277,301,306,315
2018-04-15 17_47_24-Lake Victoria.jpg,720,720,canoe,281,251,315,261
2018-04-15 17_47_24-Lake Victoria.jpg,720,720,canoe,272,256,311,267
2018-04-15 17_47_24-Lake Victoria.jpg,720,720,canoe,283,277,311,286
2018-04-15 17_47_24-Lake Victoria.jpg,720,720,canoe,281,292,310,302
2018-04-15 17_47_24-Lake Victoria.jpg,720,720,canoe,288,204,322,216
2018-04-15 17_47_24-Lake Victoria.jpg,720,720,canoe,281,216,322,227
2018-04-15 17_47_24-Lake Victoria.jpg,720,720,canoe,280,234,319,245
2018-04-15 17_47_24-Lake Victoria.jpg,720,720,canoe,288,225,321,235
2018-04-15 17_47_24-Lake Victoria.jpg,720,720,canoe,290,195,321,207
2018-04-15 17_47_24-Lake Victoria.jpg,720,720,canoe,277,187,316,201
2018-04-15 17_47_24-Lake Victoria.jpg,720,720,canoe,271,179,318,190
2018-04-15 17_47_24-Lake Victoria.jpg,720,720,canoe,279,167,320,180
2018-04-15 17_47_24-Lake Victoria.jpg,720,720,canoe,282,142,321,155
2018-04-15 17_47_24-Lake Victoria.jpg,720,720,canoe,264,158,305,170
2018-04-15 17_47_24-Lake Victoria.jpg,720,720,canoe,261,152,303,161
2018-04-15 17_47_24-Lake Victoria.jpg,720,720,canoe,288,130,315,143
2018-04-15 17_47_24-Lake Victoria.jpg,720,720,canoe,282,122,311,135
2018-04-15 17_47_24-Lake Victoria.jpg,720,720,canoe,277,111,312,125
2018-04-15 17_47_24-Lake Victoria.jpg,720,720,canoe,271,102,312,114
2018-04-15 17_47_24-Lake Victoria.jpg,720,720,canoe,263,93,304,104
2018-04-15 17_47_24-Lake Victoria.jpg,720,720,canoe,270,84,312,96
2018-04-15 17_47_24-Lake Victoria.jpg,720,720,canoe,282,68,319,82
2018-04-15 17_47_24-Lake Victoria.jpg,720,720,canoe,265,72,306,87
2018-04-15 17_47_24-Lake Victoria.jpg,720,720,canoe,280,35,316,49
2018-04-15 17_47_24-Lake Victoria.jpg,720,720,canoe,276,49,318,62
2018-04-15 17_47_24-Lake Victoria.jpg,720,720,canoe,266,58,306,71
2018-04-15 17_47_24-Lake Victoria.jpg,720,720,canoe,248,37,289,49
2018-04-15 17_47_24-Lake Victoria.jpg,720,720,canoe,246,3,283,23
2018-04-15 17_47_24-Lake Victoria.jpg,720,720,canoe,281,2,325,12
2018-04-15 17_47_24-Lake Victoria.jpg,720,720,canoe,282,13,321,27
2018-04-15 17_47_24-Lake Victoria.jpg,720,720,canoe,275,464,330,479
2018-04-15 17_47_24-Lake Victoria.jpg,720,720,canoe,284,556,339,578
2018-04-15 18_03_24-Lake Victoria.jpg,720,720,canoe,213,544,230,562
2018-04-15 18_03_24-Lake Victoria.jpg,720,720,canoe,208,550,222,565
2018-04-15 18_03_24-Lake Victoria.jpg,720,720,canoe,225,536,239,551
2018-04-15 18_03_24-Lake Victoria.jpg,720,720,canoe,219,536,238,558
